|||||||B3LYP|B3LYP|B3LYP|PBE|PBE|PBE|PB86|PB87|PB88|M06|M07|M08
122|Cc1ccsc1c1ccc(c2sc(c3nc(C)c(c4ccc(c5sc(c6cc7c(s6)c6sccc6[Si]7(C)C)cc5C)s4)s3)nc2C)s1|Cc1ccsc1-c1ccc(-c2sc(-c3nc(C)c(-c4ccc(C5=S=C(c6cc7c(s6)-c6sccc6[Si]7(C)C)C=C5C)s4)s3)nc2C)s1|InChI=1S/C36H28N2S8Si/c1-17-11-13-39-29(17)21-7-9-23(41-21)31-19(3)37-35(45-31)36-38-20(4)32(46-36)24-10-8-22(42-24)30-18(2)15-25(43-30)26-16-28-34(44-26)33-27(12-14-40-33)47(28,5)6/h7-16H,1-6H3|10.1002/adma.201200721,BQORRXHYJRFDPM-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.07,-2.92,2.15,1.89,3.82,0.72,8.68,61.1|Cc1ccsc1-c1ccc(-c2sc(-c3nc(C)c(-c4ccc(C5=S=C(c6cc7c(s6)-c6sccc6[Si]7(C)C)C=C5C)s4)s3)nc2C)s1|14|-0.177071|-0.094|0.0830714|-0.186286|-0.0937857|0.0925|-0.162286|-0.113|0.0492857|-0.217071|-0.0710714|0.146
123|Cc1c2ccsc2c2sc(c3ccc(c4c5c(=O)n(C)c(c6cccs6)c5c(=O)n4C)s3)cc2c1C|Cc1c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc2c1C|InChI=1S/C28H20N2O2S4/c1-13-14(2)16-12-20(36-26(16)25-15(13)9-11-34-25)17-7-8-19(35-17)24-22-21(27(31)30(24)4)23(29(3)28(22)32)18-6-5-10-33-18/h5-12H,1-4H3|10.1039/C1EE01072G,RBVFNLDOBHVLAZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.21,-3.63,1.58,1.34,4.4,0.72,10.0,62.0|Cc1c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc2c1C|14|-0.183|-0.104643|0.0783571|-0.192|-0.104357|0.0876429|-0.167|-0.123|0.044|-0.222071|-0.084|0.138071
124|CC1(C)CC(=CC(=C(C#N)C(=O)O)C1)C=Cc1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1|CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1|InChI=1S/C43H37N3O2/c1-43(2)29-33(28-34(30-43)41(31-44)42(47)48)19-18-32-20-22-38(23-21-32)46(37-16-10-5-11-17-37)40-26-24-39(25-27-40)45(35-12-6-3-7-13-35)36-14-8-4-9-15-36/h3-28H,29-30H2,1-2H3,(H,47,48)/b19-18+,41-34-|10.1021/jo800159t,JKYZFOKXBXBTFX-MYSGQBDYSA-N,molecule,DSSC,TiO2,-4.94,-2.77,2.17,nan,2.79,0.543,8.02,64.0|CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1|19|-0.186947|-0.103474|0.0834737|-0.195|-0.101789|0.0932105|-0.169263|-0.122737|0.0465263|-0.226316|-0.0797895|0.146526
125|C(=C1Sc2ccccc2S1)c1ccc(N(c2ccc(C=C3Sc4ccccc4S3)cc2)c2ccc(C=C3Sc4ccccc4S3)cc2)cc1|C(=C1Sc2ccccc2S1)c1ccc(N(c2ccc(C=C3Sc4ccccc4S3)cc2)c2ccc(C=C3Sc4ccccc4S3)cc2)cc1|InChI=1S/C42H27NS6/c1-2-8-35-34(7-1)44-40(45-35)25-28-13-19-31(20-14-28)43(32-21-15-29(16-22-32)26-41-46-36-9-3-4-10-37(36)47-41)33-23-17-30(18-24-33)27-42-48-38-11-5-6-12-39(38)49-42/h1-27H|10.1016/j.solmat.2010.07.003,JLFNYYKLKSGGTG-UHFFFAOYSA-N,molecule,bilayer,C60,nan,nan,nan,nan,0.11,0.4,0.87,32.0|C(=C1Sc2ccccc2S1)c1ccc(N(c2ccc(C=C3Sc4ccccc4S3)cc2)c2ccc(C=C3Sc4ccccc4S3)cc2)cc1|17|-0.167|-0.0497059|0.117294|-0.176|-0.0479412|0.128059|-0.149941|-0.0750588|0.0748824|-0.208|-0.022|0.186
126|C=Cc1ccc2c3ccccc3n(c3ccc(OC)cc3)c2c1|C=Cc1ccc2c3ccccc3n(-c3ccc(OC)cc3)c2c1|InChI=1S/C21H17NO/c1-3-15-8-13-19-18-6-4-5-7-20(18)22(21(19)14-15)16-9-11-17(23-2)12-10-16/h3-14H,1H2,2H3|10.1039/C1EE01072G,BMTWSMNBSLIQLR-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.61,-2.83,2.78,2.78,0.4,0.85,0.89,46.0|C=Cc1ccc2c3ccccc3n(-c3ccc(OC)cc3)c2c1|4|-0.20275|-0.05|0.15275|-0.212|-0.047|0.165|-0.18075|-0.076|0.10475|-0.24775|-0.021|0.22675
127|COc1c2ccsc2c(OC)c2cc(c3scc4sc(S(=O)(=O)C)cc34)sc12|COc1c2ccsc2c(OC)c2cc(-c3scc4sc(S(C)(=O)=O)cc43)sc21|InChI=1S/C19H14O4S5/c1-22-15-9-4-5-24-18(9)16(23-2)11-6-12(27-19(11)15)17-10-7-14(28(3,20)21)26-13(10)8-25-17/h4-8H,1-3H3|10.1039/c1cc12575c,SMLBVDCUNOOZMA-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.12,-3.49,1.63,nan,6.22,0.76,14.1,58.0|COc1c2ccsc2c(OC)c2cc(-c3scc4sc(S(C)(=O)=O)cc43)sc21|18|-0.195556|-0.0897222|0.105833|-0.205111|-0.0888333|0.116278|-0.175833|-0.110444|0.0653889|-0.238056|-0.0654444|0.172611
128|Cc1cc(c2ccc(c3cc(C)c(c4cc5c(s4)c4sccc4c4nc(C)c(C)nc54)s3)c3nsnc23)sc1|CC1=CC(c2ccc(-c3cc(C)c(-c4cc5c(s4)c4sccc4c4nc(C)c(C)nc54)s3)c3nsnc32)=S=C1|InChI=1S/C30H20N4S5/c1-13-9-21(36-12-13)17-5-6-18(27-26(17)33-39-34-27)22-10-14(2)28(37-22)23-11-20-25-24(31-15(3)16(4)32-25)19-7-8-35-29(19)30(20)38-23/h5-12H,1-4H3|10.1021/ma101646r,CQUDIFRZXYCPCR-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.46,-3.28,2.18,1.7,4.3,0.83,11.38,45.6|CC1=CC(c2ccc(-c3cc(C)c(-c4cc5c(s4)c4sccc4c4nc(C)c(C)nc54)s3)c3nsnc32)=S=C1|14|-0.188143|-0.106143|0.082|-0.197571|-0.105857|0.0917143|-0.173143|-0.1265|0.0466429|-0.228071|-0.0829286|0.145143
129|Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1c1cc(C)c(c2ccc(c3sc(c4sc(C=C5C(=O)c6ccccc6C5=O)cc4C)cc3C)s2)s1|Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2ccc(-c3sc(C4=S=C(C=C5C(=O)c6ccccc6C5=O)C=C4C)cc3C)s2)s1|InChI=1S/C44H28O4S5/c1-21-15-25(19-31-37(45)27-9-5-6-10-28(27)38(31)46)49-43(21)35-17-23(3)41(52-35)33-13-14-34(51-33)42-24(4)18-36(53-42)44-22(2)16-26(50-44)20-32-39(47)29-11-7-8-12-30(29)40(32)48/h5-20H,1-4H3|10.1021/ar400088c,ABZDCSBYXUGYFS-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.11,-3.36,1.75,1.56,4.0,0.78,8.13,63.0|Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2ccc(-c3sc(C4=S=C(C=C5C(=O)c6ccccc6C5=O)C=C4C)cc3C)s2)s1|17|-0.192|-0.117059|0.0749412|-0.200588|-0.116765|0.0838235|-0.179588|-0.136882|0.0427059|-0.227941|-0.0939412|0.134
130|CN1C(=O)c2csc(c3cc4c(s3)c3sccc3[Si]4(C)C)c2C1=O|CN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3[Si]4(C)C)c2C1=O|InChI=1S/C17H13NO2S3Si/c1-18-16(19)8-7-22-13(12(8)17(18)20)9-6-11-15(23-9)14-10(4-5-21-14)24(11,2)3/h4-7H,1-3H3|10.1039/C1EE01072G,CJYOBAHELRQUNZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.43666666667,-3.69,1.92,1.70555555556,7.3,0.88,12.2,68.0|CN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3[Si]4(C)C)c2C1=O|2|-0.2015|-0.09|0.1115|-0.2115|-0.089|0.1225|-0.1835|-0.1115|0.072|-0.244|-0.063|0.181
131|Cn1c2ccccc2c2ccc(c3ccc(c4ccc(c5cccs5)c5nsnc45)s3)cc12|Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21|InChI=1S/C27H17N3S3/c1-30-21-6-3-2-5-17(21)18-9-8-16(15-22(18)30)23-12-13-25(32-23)20-11-10-19(24-7-4-14-31-24)26-27(20)29-33-28-26/h2-15H,1H3|10.1039/c0cc03036h,UDUXDURXYWLPHG-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.33,-3.33,2.0,1.88,4.88,0.86,9.15,62.0|Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21|16|-0.190937|-0.104438|0.0865|-0.200438|-0.104|0.0964375|-0.175125|-0.125125|0.05|-0.231563|-0.0805|0.151062
132|Cc1ccc(c2ccc(c3ncc(c4cc5c(s4)c4sc(c6cnc(c7ccc(c8ccc(C)s8)s7)c7nsnc67)cc4[Si]5(C)C)c4nsnc34)s2)s1|Cc1ccc(-c2ccc(-c3ncc(-c4cc5c(s4)-c4sc(-c6cnc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1|InChI=1S/C38H24N6S8Si/c1-17-5-7-21(45-17)23-9-11-25(47-23)33-35-31(41-51-43-35)19(15-39-33)27-13-29-37(49-27)38-30(53(29,3)4)14-28(50-38)20-16-40-34(36-32(20)42-52-44-36)26-12-10-24(48-26)22-8-6-18(2)46-22/h5-16H,1-4H3|10.1039/C1JM11963J,XOXAAYTZVNJIAF-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.16,-3.6,1.56,1.51,3.2,0.7,10.9,42.0|Cc1ccc(-c2ccc(-c3ncc(-c4cc5c(s4)-c4sc(-c6cnc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1|16|-0.17825|-0.118|0.06025|-0.187687|-0.119|0.0686875|-0.16575|-0.136|0.02975|-0.21675|-0.098|0.11875
133|COc1c2cc(c3cc4c(s3)c3sc(C5=NC6SC(=NC6S5)c5cc6c(s5)c5sccc5[Si]6(C)C)cc3[Si]4(C)C)sc2c(OC)c2ccsc12|COc1c2cc(-c3cc4c(s3)-c3sc(C5=NC6SC(c7cc8c(s7)-c7sccc7[Si]8(C)C)=NC6S5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21|InChI=1S/C36H28N2O2S8Si2/c1-39-25-15-7-9-41-27(15)26(40-2)16-11-17(43-28(16)25)18-12-22-31(44-18)32-24(50(22,5)6)14-20(46-32)34-38-36-35(48-34)37-33(47-36)19-13-23-30(45-19)29-21(8-10-42-29)49(23,3)4/h7-14,35-36H,1-6H3|10.1002/adma.201200721,JJPYHXZEQBXIHY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.4,-3.6,1.8,1.77,5.3,0.69,11.6,66.0|COc1c2cc(-c3cc4c(s3)-c3sc(C5=NC6SC(c7cc8c(s7)-c7sccc7[Si]8(C)C)=NC6S5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21|17|-0.188294|-0.0891176|0.0991765|-0.198059|-0.0882353|0.109824|-0.171059|-0.110176|0.0608824|-0.229706|-0.0644118|0.165294
134|Cc1csc(c2cc3c4nsnc4c(c4cc(C)cs4)cc3c3nsnc23)c1|Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)cs4)cc3c3nsnc32)c1|InChI=1S/C20H12N4S4/c1-9-3-15(25-7-9)13-5-11-12(17-19(13)23-27-21-17)6-14(16-4-10(2)8-26-16)20-18(11)22-28-24-20/h3-8H,1-2H3|10.1021/ja210687r,YHNBMKMJEHMVHU-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.54,-3.52,2.02,2.02,nan,nan,nan,nan|Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)cs4)cc3c3nsnc32)c1|4|-0.20025|-0.113|0.08725|-0.20975|-0.113|0.09675|-0.18325|-0.133|0.05025|-0.24125|-0.091|0.15025
135|Cn1c(c2ccc(c3cccc4nsnc34)s2)ccc1c1sccc1|Cn1c(-c2ccc(-c3cccc4nsnc43)s2)ccc1C1=S=CC=C1|InChI=1S/C19H13N3S3/c1-22-14(17-6-3-11-23-17)7-8-15(22)18-10-9-16(24-18)12-4-2-5-13-19(12)21-25-20-13/h2-11H,1H3|10.1021/ar900061z,ZHTDMEVTKJZJMB-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.5,-3.73,1.77,1.6,1.0,0.72,3.1,37.0|Cn1c(-c2ccc(-c3cccc4nsnc43)s2)ccc1C1=S=CC=C1|15|-0.186333|-0.0990667|0.0872667|-0.1954|-0.098|0.0974|-0.170533|-0.120067|0.0504667|-0.227|-0.0726|0.1544
136|CC1(C)c2ccsc2c2cc3c(cc12)c1sc(c2cccc4nsnc24)cc1C3(C)C|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2cccc4nsnc42)cc1C3(C)C|InChI=1S/C26H20N2S3/c1-25(2)16-8-9-29-23(16)14-10-18-15(11-17(14)25)24-19(26(18,3)4)12-21(30-24)13-6-5-7-20-22(13)28-31-27-20/h5-12H,1-4H3|10.1021/ma201158d,AWVHTSSPCHNCPD-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.325,-3.65,1.675,nan,4.46,0.79,11.45,49.0|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2cccc4nsnc42)cc1C3(C)C|5|-0.1878|-0.099|0.0888|-0.1968|-0.098|0.0988|-0.1718|-0.12|0.0518|-0.2278|-0.073|0.1548
137|CSc1ccc(c2ccc(c3ccc([Si](c4ccc(c5ccc(c6ccc(SC)s6)s5)s4)(c4ccc(c5ccc(c6ccc(SC)s6)s5)s4)c4ccc(c5ccc(c6ccc(SC)s6)s5)s4)s3)s2)s1|CSc1ccc(-c2ccc(-c3ccc([Si](c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)(c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)s3)s2)s1|InChI=1S/C52H36S16Si/c1-53-45-21-13-37(61-45)29-5-9-33(57-29)41-17-25-49(65-41)69(50-26-18-42(66-50)34-10-6-30(58-34)38-14-22-46(54-2)62-38,51-27-19-43(67-51)35-11-7-31(59-35)39-15-23-47(55-3)63-39)52-28-20-44(68-52)36-12-8-32(60-36)40-16-24-48(56-4)64-40/h5-28H,1-4H3|10.1021/cm102189g,ZJNUBBWCPNMZEQ-UHFFFAOYSA-N,molecule,bulk,PC61BM,nan,nan,nan,nan,0.3,0.85,1.41,24.0|CSc1ccc(-c2ccc(-c3ccc([Si](c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)(c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)s3)s2)s1|20|-0.19385|-0.08225|0.1116|-0.20375|-0.0815|0.12225|-0.1755|-0.1046|0.0709|-0.237|-0.05655|0.18045
138|Cc1cc(c2ccc(c3cc(C)c(c4cccs4)s3)c3nsnc23)sc1c1cccs1|Cc1cc(-c2ccc(-c3cc(C)c(-c4cccs4)s3)c3nsnc32)sc1-c1cccs1|InChI=1S/C24H16N2S5/c1-13-11-19(29-23(13)17-5-3-9-27-17)15-7-8-16(22-21(15)25-31-26-22)20-12-14(2)24(30-20)18-6-4-10-28-18/h3-12H,1-2H3|10.1021/ja210687r,ROOICZGMEHUXNU-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.07,-3.53,1.54,1.65,2.6,0.74,5.6,63.0|Cc1cc(-c2ccc(-c3cc(C)c(-c4cccs4)s3)c3nsnc32)sc1-c1cccs1|16|-0.184625|-0.106063|0.0785625|-0.194625|-0.105875|0.08875|-0.169625|-0.125875|0.04375|-0.225313|-0.08375|0.141563
139|COc1ccc(N(c2ccc(C=Cc3sc(C=C(C#N)C(=O)O)c4c3OCCO4)cc2)c2ccc(OC)cc2)cc1|COc1ccc(N(c2ccc(C=Cc3sc(C=C(C#N)C(=O)O)c4c3OCCO4)cc2)c2ccc(OC)cc2)cc1|InChI=1S/C32H26N2O6S/c1-37-26-12-8-24(9-13-26)34(25-10-14-27(38-2)15-11-25)23-6-3-21(4-7-23)5-16-28-30-31(40-18-17-39-30)29(41-28)19-22(20-33)32(35)36/h3-16,19H,17-18H2,1-2H3,(H,35,36)/b16-5+,22-19+|10.1039/c1ee01849c,KVTJEHXBGMRKAP-XCXJUZHQSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,7.3,0.73,13.1,76.0|COc1ccc(N(c2ccc(C=Cc3sc(C=C(C#N)C(=O)O)c4c3OCCO4)cc2)c2ccc(OC)cc2)cc1|17|-0.182235|-0.0967059|0.0855294|-0.190882|-0.0955882|0.0952941|-0.163941|-0.114176|0.0497647|-0.222824|-0.0747647|0.148059
140|Cc1ccsc1c1ccc(c2sc(c3ccc4c(c3)N(C)C(=O)C4=C3c4ccccc4N(C)C3=O)cc2C)s1|Cc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)N(C)C(=O)C4=C3c4ccccc4N(C)C3=O)cc2C)s1|InChI=1S/C32H24N2O2S3/c1-17-13-14-37-29(17)24-11-12-25(38-24)30-18(2)15-26(39-30)19-9-10-21-23(16-19)34(4)32(36)28(21)27-20-7-5-6-8-22(20)33(3)31(27)35/h5-16H,1-4H3/b28-27+|10.1021/ja206610u,IEBLRRZQKHCVFI-APEFZGCFSA-N,polymer,bulk,PC71BM,-5.82,-3.83,1.99,1.5,6.3,0.7,13.1,69.0|Cc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)N(C)C(=O)C4=C3c4ccccc4N(C)C3=O)cc2C)s1|18|-0.187|-0.110778|0.0762222|-0.196|-0.110056|0.0859444|-0.171944|-0.13|0.0419444|-0.226944|-0.0881111|0.138833
141|Cn1c(=O)c2c(c3ccc(c4cc5ccccc5o4)s3)n(C)c(=O)c2c1c1ccc(c2cc3ccccc3o2)s1|CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5o4)s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccccc3o2)s1|InChI=1S/C32H20N2O4S2/c1-33-29(25-13-11-23(39-25)21-15-17-7-3-5-9-19(17)37-21)27-28(31(33)35)30(34(2)32(27)36)26-14-12-24(40-26)22-16-18-8-4-6-10-20(18)38-22/h3-16H,1-2H3|10.1021/cm102189g,AHUQRGHAKJSUKU-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.2,-3.4,1.8,nan,4.4,0.92,10.0,48.0|CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5o4)s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccccc3o2)s1|16|-0.184063|-0.111125|0.0729375|-0.192938|-0.110875|0.0820625|-0.168938|-0.128313|0.040625|-0.222625|-0.091125|0.1315
142|Cn1c(=O)c2c(c3cc4sc(c5cccs5)cc4s3)n(C)c(=O)c2c1c1cc2sccc2s1|CN1C(=O)C2=C(c3cc4sc(-c5cccs5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1|InChI=1S/C24H14N2O2S5/c1-25-21(17-8-13-12(31-17)5-7-30-13)19-20(24(25)28)22(26(2)23(19)27)18-10-16-15(33-18)9-14(32-16)11-4-3-6-29-11/h3-10H,1-2H3|10.1021/ja110619k,MLKDFGYNDDMURN-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.06,-3.68,1.38,nan,5.4,0.58,15.0,61.0|CN1C(=O)C2=C(c3cc4sc(-c5cccs5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1|13|-0.182154|-0.106|0.0761538|-0.191538|-0.106|0.0855385|-0.166615|-0.123923|0.0426923|-0.221231|-0.0860769|0.135154
143|CC1(C)c2ccccc2c2ccc(N(c3ccc(c4ccc(C=CC=C(C#N)C(=O)O)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc43)cc12|CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(C=CC=C(C#N)C(=O)O)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21|InChI=1S/C46H36N2O2S/c1-45(2)39-14-7-5-12-35(39)37-23-20-32(26-41(37)45)48(33-21-24-38-36-13-6-8-15-40(36)46(3,4)42(38)27-33)31-18-16-29(17-19-31)43-25-22-34(51-43)11-9-10-30(28-47)44(49)50/h5-27H,1-4H3,(H,49,50)/b11-9+,30-10-|10.1039/B908802D,KBICWRPNWAZREG-JTQICZAZSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,5.12,0.69,10.47,71.0|CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(C=CC=C(C#N)C(=O)O)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21|17|-0.191412|-0.110118|0.0812941|-0.199765|-0.109294|0.0904706|-0.175353|-0.128765|0.0465882|-0.230412|-0.087|0.143412
144|CC1(C)c2ccccc2c2ccc(c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccc(C=C(C#N)C#N)s5)cc4)cc3)cc12|CC1(C)c2ccccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccc(C=C(C#N)C#N)s5)cc4)cc3)cc21|InChI=1S/C43H31N3S/c1-43(2)41-11-7-6-10-39(41)40-25-17-33(27-42(40)43)32-15-20-36(21-16-32)46(34-8-4-3-5-9-34)35-18-12-30(13-19-35)14-22-37-23-24-38(47-37)26-31(28-44)29-45/h3-27H,1-2H3/b22-14+|10.1039/b9py00325h,QVVLBFOKXZRPTB-JJNGWGCYSA-N,polymer,bulk,PC61BM,-5.3,-3.4,1.9,1.9,4.74,0.99,9.62,50.0|CC1(C)c2ccccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccc(C=C(C#N)C#N)s5)cc4)cc3)cc21|14|-0.197857|-0.115214|0.0826429|-0.206143|-0.114643|0.0915|-0.181786|-0.133929|0.0478571|-0.237|-0.0927143|0.144286
145|COc1cc2c3ccsc3c3sc(c4sc(c5ccc(c6cc(C)cs6)c6nsnc56)cc4C)cc3c2cc1OC|COc1cc2c3ccsc3c3sc(-c4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cc3c2cc1OC|InChI=1S/C32H22N2O2S5/c1-15-9-25(38-14-15)18-5-6-19(29-28(18)33-41-34-29)26-10-16(2)30(39-26)27-13-22-21-12-24(36-4)23(35-3)11-20(21)17-7-8-37-31(17)32(22)40-27/h5-14H,1-4H3|10.1039/C1CC13690A,JPCUGFGYONOECN-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.14,-3.54,1.6,1.64,5.27,0.64,13.5,62.0|COc1cc2c3ccsc3c3sc(-c4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cc3c2cc1OC|14|-0.185714|-0.105857|0.0798571|-0.195286|-0.105714|0.0895714|-0.170286|-0.125714|0.0445714|-0.225929|-0.0827857|0.143143
146|N#CC(=Cc1ccc(c2ccc(N(c3ccc(c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc(c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1)C#N|N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1|InChI=1S/C42H21N7S3/c43-22-28(23-44)19-37-13-16-40(50-37)31-1-7-34(8-2-31)49(35-9-3-32(4-10-35)41-17-14-38(51-41)20-29(24-45)25-46)36-11-5-33(6-12-36)42-18-15-39(52-42)21-30(26-47)27-48/h1-21H|10.1021/ja058178e,KJHGHQMIPHPKIY-UHFFFAOYSA-N,molecule,bilayer,PC61BM,nan,nan,nan,nan,1.02,0.96,3.65,29.0|N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1|16|-0.222|-0.131875|0.090125|-0.231|-0.131|0.1|-0.206|-0.153|0.053|-0.26|-0.106|0.154
147|Cc1ccsc1c1nc2sc(c3sc(c4cc5c(s4)c(C#C[Si](C)(C)C)c4ccsc4c5C#C[Si](C)(C)C)cc3C)nc2s1|Cc1ccsc1-c1nc2sc(-c3sc(-c4cc5c(s4)c(C#C[Si](C)(C)C)c4ccsc4c5C#C[Si](C)(C)C)cc3C)nc2s1|InChI=1S/C34H30N2S6Si2/c1-19-9-13-37-27(19)31-35-33-34(41-31)36-32(42-33)28-20(2)17-25(39-28)26-18-24-23(12-16-44(6,7)8)29-21(10-14-38-29)22(30(24)40-26)11-15-43(3,4)5/h9-10,13-14,17-18H,1-8H3|10.1002/adma.201200721,DQCFBAYPNUAZFS-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.3,-3.0,2.3,1.94,4.33,0.89,9.77,49.8|Cc1ccsc1-c1nc2sc(-c3sc(-c4cc5c(s4)c(C#C[Si](C)(C)C)c4ccsc4c5C#C[Si](C)(C)C)cc3C)nc2s1|18|-0.192|-0.0989444|0.0930556|-0.201944|-0.098|0.103944|-0.176|-0.118|0.058|-0.232944|-0.076|0.156944
148|COc1cc(OC)cc(c2nc3c(nc2c2cc(OC)cc(OC)c2)c(c2cccs2)sc3c2cccs2)c1|COc1cc(OC)cc(-c2nc3c(nc2-c2cc(OC)cc(OC)c2)c(-c2cccs2)sc3-c2cccs2)c1|InChI=1S/C30H24N2O4S3/c1-33-19-11-17(12-20(15-19)34-2)25-26(18-13-21(35-3)16-22(14-18)36-4)32-28-27(31-25)29(23-7-5-9-37-23)39-30(28)24-8-6-10-38-24/h5-16H,1-4H3|10.1021/ar900061z,NPDXAAWJEFSZSD-UHFFFAOYSA-N,polymer,bulk,PC61BM,nan,nan,nan,1.2,1.01,0.56,3.1,58.0|COc1cc(OC)cc(-c2nc3c(nc2-c2cc(OC)cc(OC)c2)c(-c2cccs2)sc3-c2cccs2)c1|14|-0.182929|-0.0985|0.0844286|-0.1925|-0.0976429|0.0948571|-0.1665|-0.118571|0.0479286|-0.223786|-0.0755714|0.148214
